ID,ENROLL_YEAR,DEGREE,COURSE_CODE,COURSE_NAME,CREDITS
231217002,2017,D3,22116125,PANCASILA DAN KEWARGANEGARAAN,3
231217012,2017,D3,22116125,PANCASILA DAN KEWARGANEGARAAN,3
416103002,2016,D3,41315123,BAKTERIOLOGI,1
416103006,2016,D3,41315123,BAKTERIOLOGI,1
416103014,2016,D3,41315123,BAKTERIOLOGI,1
416103017,2016,D3,41315123,BAKTERIOLOGI,1
416103018,2016,D3,41315123,BAKTERIOLOGI,1
416103022,2016,D3,41315123,BAKTERIOLOGI,1
416103060,2016,D3,41315123,BAKTERIOLOGI,1
416103028,2016,D3,41315123,BAKTERIOLOGI,1
416103031,2016,D3,41315123,BAKTERIOLOGI,1
416103034,2016,D3,41315123,BAKTERIOLOGI,1
416103035,2016,D3,41315123,BAKTERIOLOGI,1
416103043,2016,D3,41315123,BAKTERIOLOGI,1
416103050,2016,D3,41315123,BAKTERIOLOGI,1
416103062,2016,D3,41315123,BAKTERIOLOGI,1
416103064,2016,D3,41315123,BAKTERIOLOGI,1
416103067,2016,D3,41315123,BAKTERIOLOGI,1
416103072,2016,D3,41315123,BAKTERIOLOGI,1
416103078,2016,D3,41315123,BAKTERIOLOGI,1
416103080,2016,D3,41315123,BAKTERIOLOGI,1
416103081,2016,D3,41315123,BAKTERIOLOGI,1
416103083,2016,D3,41315123,BAKTERIOLOGI,1
416103086,2016,D3,41315123,BAKTERIOLOGI,1
416103091,2016,D3,41315123,BAKTERIOLOGI,1
416103093,2016,D3,41315123,BAKTERIOLOGI,1
416103097,2016,D3,41315123,BAKTERIOLOGI,1
416103098,2016,D3,41315123,BAKTERIOLOGI,1
416103101,2016,D3,41315123,BAKTERIOLOGI,1
416103105,2016,D3,41315123,BAKTERIOLOGI,1
416103107,2016,D3,41315123,BAKTERIOLOGI,1
416103032,2016,D3,41315123,BAKTERIOLOGI,1
416103108,2016,D3,41315123,BAKTERIOLOGI,1
416103112,2016,D3,41315123,BAKTERIOLOGI,1
416103027,2016,D3,41315123,BAKTERIOLOGI,1
416103003,2016,D3,41315123,BAKTERIOLOGI,1
416103005,2016,D3,41315123,BAKTERIOLOGI,1
416103012,2016,D3,41315123,BAKTERIOLOGI,1
416103020,2016,D3,41315123,BAKTERIOLOGI,1
416103021,2016,D3,41315123,BAKTERIOLOGI,1
416103023,2016,D3,41315123,BAKTERIOLOGI,1
416103024,2016,D3,41315123,BAKTERIOLOGI,1
416103057,2016,D3,41315123,BAKTERIOLOGI,1
416103029,2016,D3,41315123,BAKTERIOLOGI,1
416103030,2016,D3,41315123,BAKTERIOLOGI,1
416103033,2016,D3,41315123,BAKTERIOLOGI,1
416103036,2016,D3,41315123,BAKTERIOLOGI,1
416103039,2016,D3,41315123,BAKTERIOLOGI,1
416103042,2016,D3,41315123,BAKTERIOLOGI,1
416103044,2016,D3,41315123,BAKTERIOLOGI,1
416103046,2016,D3,41315123,BAKTERIOLOGI,1
416103053,2016,D3,41315123,BAKTERIOLOGI,1
416103061,2016,D3,41315123,BAKTERIOLOGI,1
416103070,2016,D3,41315123,BAKTERIOLOGI,1
416103073,2016,D3,41315123,BAKTERIOLOGI,1
416103074,2016,D3,41315123,BAKTERIOLOGI,1
416103076,2016,D3,41315123,BAKTERIOLOGI,1
416103077,2016,D3,41315123,BAKTERIOLOGI,1
416103084,2016,D3,41315123,BAKTERIOLOGI,1
416103087,2016,D3,41315123,BAKTERIOLOGI,1
416103092,2016,D3,41315123,BAKTERIOLOGI,1
416103094,2016,D3,41315123,BAKTERIOLOGI,1
416103095,2016,D3,41315123,BAKTERIOLOGI,1
416103096,2016,D3,41315123,BAKTERIOLOGI,1
416103102,2016,D3,41315123,BAKTERIOLOGI,1
416103103,2016,D3,41315123,BAKTERIOLOGI,1
416103109,2016,D3,41315123,BAKTERIOLOGI,1
416103110,2016,D3,41315123,BAKTERIOLOGI,1
416103114,2016,D3,41315123,BAKTERIOLOGI,1
416103115,2016,D3,41315123,BAKTERIOLOGI,1
416103116,2016,D3,41315123,BAKTERIOLOGI,1
416103117,2016,D3,41315123,BAKTERIOLOGI,1
416103118,2016,D3,41315123,BAKTERIOLOGI,1
416103119,2016,D3,41315123,BAKTERIOLOGI,1
416103120,2016,D3,41315123,BAKTERIOLOGI,1
416103121,2016,D3,41315123,BAKTERIOLOGI,1
416103122,2016,D3,41315123,BAKTERIOLOGI,1
416103123,2016,D3,41315123,BAKTERIOLOGI,1
416103124,2016,D3,41315123,BAKTERIOLOGI,1
416103125,2016,D3,41315123,BAKTERIOLOGI,1
416103126,2016,D3,41315123,BAKTERIOLOGI,1
416103127,2016,D3,41315123,BAKTERIOLOGI,1
416103128,2016,D3,41315123,BAKTERIOLOGI,1
416103129,2016,D3,41315123,BAKTERIOLOGI,1
416103130,2016,D3,41315123,BAKTERIOLOGI,1
416103131,2016,D3,41315123,BAKTERIOLOGI,1
416103132,2016,D3,41315123,BAKTERIOLOGI,1
416103133,2016,D3,41315123,BAKTERIOLOGI,1
416103134,2016,D3,41315123,BAKTERIOLOGI,1
416103135,2016,D3,41315123,BAKTERIOLOGI,1
416103136,2016,D3,41315123,BAKTERIOLOGI,1
416103137,2016,D3,41315123,BAKTERIOLOGI,1
416103138,2016,D3,41315123,BAKTERIOLOGI,1
416103139,2016,D3,41315123,BAKTERIOLOGI,1
416103140,2016,D3,41315123,BAKTERIOLOGI,1
416103141,2016,D3,41315123,BAKTERIOLOGI,1
416103142,2016,D3,41315123,BAKTERIOLOGI,1
416103143,2016,D3,41315123,BAKTERIOLOGI,1
416103144,2016,D3,41315123,BAKTERIOLOGI,1
416103145,2016,D3,41315123,BAKTERIOLOGI,1
416103146,2016,D3,41315123,BAKTERIOLOGI,1
416103147,2016,D3,41315123,BAKTERIOLOGI,1
416103148,2016,D3,41315123,BAKTERIOLOGI,1
416103149,2016,D3,41315123,BAKTERIOLOGI,1
416103150,2016,D3,41315123,BAKTERIOLOGI,1
416103151,2016,D3,41315123,BAKTERIOLOGI,1
416103152,2016,D3,41315123,BAKTERIOLOGI,1
416103007,2016,D3,41315123,BAKTERIOLOGI,1
416103008,2016,D3,41315123,BAKTERIOLOGI,1
416103009,2016,D3,41315123,BAKTERIOLOGI,1
416103010,2016,D3,41315123,BAKTERIOLOGI,1
416103011,2016,D3,41315123,BAKTERIOLOGI,1
416103015,2016,D3,41315123,BAKTERIOLOGI,1
416103016,2016,D3,41315123,BAKTERIOLOGI,1
416103019,2016,D3,41315123,BAKTERIOLOGI,1
416103025,2016,D3,41315123,BAKTERIOLOGI,1
416103056,2016,D3,41315123,BAKTERIOLOGI,1
416103055,2016,D3,41315123,BAKTERIOLOGI,1
416103059,2016,D3,41315123,BAKTERIOLOGI,1
416103038,2016,D3,41315123,BAKTERIOLOGI,1
416103040,2016,D3,41315123,BAKTERIOLOGI,1
416103041,2016,D3,41315123,BAKTERIOLOGI,1
416103045,2016,D3,41315123,BAKTERIOLOGI,1
416103047,2016,D3,41315123,BAKTERIOLOGI,1
416103048,2016,D3,41315123,BAKTERIOLOGI,1
416103049,2016,D3,41315123,BAKTERIOLOGI,1
416103051,2016,D3,41315123,BAKTERIOLOGI,1
416103052,2016,D3,41315123,BAKTERIOLOGI,1
416103054,2016,D3,41315123,BAKTERIOLOGI,1
416103063,2016,D3,41315123,BAKTERIOLOGI,1
416103066,2016,D3,41315123,BAKTERIOLOGI,1
416103068,2016,D3,41315123,BAKTERIOLOGI,1
416103069,2016,D3,41315123,BAKTERIOLOGI,1
416103071,2016,D3,41315123,BAKTERIOLOGI,1
416103075,2016,D3,41315123,BAKTERIOLOGI,1
416103079,2016,D3,41315123,BAKTERIOLOGI,1
416103082,2016,D3,41315123,BAKTERIOLOGI,1
416103085,2016,D3,41315123,BAKTERIOLOGI,1
416103089,2016,D3,41315123,BAKTERIOLOGI,1
416103099,2016,D3,41315123,BAKTERIOLOGI,1
416103100,2016,D3,41315123,BAKTERIOLOGI,1
416103104,2016,D3,41315123,BAKTERIOLOGI,1
416103037,2016,D3,41315123,BAKTERIOLOGI,1
416103058,2016,D3,41315123,BAKTERIOLOGI,1
416103002,2016,D3,41315225,PARASITOLOGI,1
416103006,2016,D3,41315225,PARASITOLOGI,1
416103014,2016,D3,41315225,PARASITOLOGI,1
416103017,2016,D3,41315225,PARASITOLOGI,1
416103018,2016,D3,41315225,PARASITOLOGI,1
416103022,2016,D3,41315225,PARASITOLOGI,1
416103060,2016,D3,41315225,PARASITOLOGI,1
416103028,2016,D3,41315225,PARASITOLOGI,1
416103031,2016,D3,41315225,PARASITOLOGI,1
416103034,2016,D3,41315225,PARASITOLOGI,1
416103035,2016,D3,41315225,PARASITOLOGI,1
416103043,2016,D3,41315225,PARASITOLOGI,1
416103050,2016,D3,41315225,PARASITOLOGI,1
416103062,2016,D3,41315225,PARASITOLOGI,1
416103064,2016,D3,41315225,PARASITOLOGI,1
416103067,2016,D3,41315225,PARASITOLOGI,1
416103072,2016,D3,41315225,PARASITOLOGI,1
416103078,2016,D3,41315225,PARASITOLOGI,1
416103080,2016,D3,41315225,PARASITOLOGI,1
416103081,2016,D3,41315225,PARASITOLOGI,1
416103083,2016,D3,41315225,PARASITOLOGI,1
416103086,2016,D3,41315225,PARASITOLOGI,1
416103091,2016,D3,41315225,PARASITOLOGI,1
416103093,2016,D3,41315225,PARASITOLOGI,1
416103097,2016,D3,41315225,PARASITOLOGI,1
416103098,2016,D3,41315225,PARASITOLOGI,1
416103101,2016,D3,41315225,PARASITOLOGI,1
416103105,2016,D3,41315225,PARASITOLOGI,1
416103107,2016,D3,41315225,PARASITOLOGI,1
416103032,2016,D3,41315225,PARASITOLOGI,1
416103108,2016,D3,41315225,PARASITOLOGI,1
416103112,2016,D3,41315225,PARASITOLOGI,1
416103114,2016,D3,41315225,PARASITOLOGI,1
416103115,2016,D3,41315225,PARASITOLOGI,1
416103116,2016,D3,41315225,PARASITOLOGI,1
416103117,2016,D3,41315225,PARASITOLOGI,1
416103118,2016,D3,41315225,PARASITOLOGI,1
416103119,2016,D3,41315225,PARASITOLOGI,1
416103120,2016,D3,41315225,PARASITOLOGI,1
416103121,2016,D3,41315225,PARASITOLOGI,1
416103122,2016,D3,41315225,PARASITOLOGI,1
416103123,2016,D3,41315225,PARASITOLOGI,1
416103124,2016,D3,41315225,PARASITOLOGI,1
416103125,2016,D3,41315225,PARASITOLOGI,1
416103126,2016,D3,41315225,PARASITOLOGI,1
416103127,2016,D3,41315225,PARASITOLOGI,1
416103128,2016,D3,41315225,PARASITOLOGI,1
416103129,2016,D3,41315225,PARASITOLOGI,1
416103130,2016,D3,41315225,PARASITOLOGI,1
416103131,2016,D3,41315225,PARASITOLOGI,1
416103132,2016,D3,41315225,PARASITOLOGI,1
416103133,2016,D3,41315225,PARASITOLOGI,1
416103134,2016,D3,41315225,PARASITOLOGI,1
416103135,2016,D3,41315225,PARASITOLOGI,1
416103136,2016,D3,41315225,PARASITOLOGI,1
416103137,2016,D3,41315225,PARASITOLOGI,1
416103138,2016,D3,41315225,PARASITOLOGI,1
416103139,2016,D3,41315225,PARASITOLOGI,1
416103140,2016,D3,41315225,PARASITOLOGI,1
416103141,2016,D3,41315225,PARASITOLOGI,1
416103142,2016,D3,41315225,PARASITOLOGI,1
416103143,2016,D3,41315225,PARASITOLOGI,1
416103144,2016,D3,41315225,PARASITOLOGI,1
416103145,2016,D3,41315225,PARASITOLOGI,1
416103146,2016,D3,41315225,PARASITOLOGI,1
416103147,2016,D3,41315225,PARASITOLOGI,1
416103148,2016,D3,41315225,PARASITOLOGI,1
416103149,2016,D3,41315225,PARASITOLOGI,1
416103150,2016,D3,41315225,PARASITOLOGI,1
416103151,2016,D3,41315225,PARASITOLOGI,1
416103152,2016,D3,41315225,PARASITOLOGI,1
416103027,2016,D3,41315225,PARASITOLOGI,1
416103003,2016,D3,41315225,PARASITOLOGI,1
416103005,2016,D3,41315225,PARASITOLOGI,1
416103012,2016,D3,41315225,PARASITOLOGI,1
416103020,2016,D3,41315225,PARASITOLOGI,1
416103021,2016,D3,41315225,PARASITOLOGI,1
416103023,2016,D3,41315225,PARASITOLOGI,1
416103024,2016,D3,41315225,PARASITOLOGI,1
416103057,2016,D3,41315225,PARASITOLOGI,1
416103029,2016,D3,41315225,PARASITOLOGI,1
416103030,2016,D3,41315225,PARASITOLOGI,1
416103033,2016,D3,41315225,PARASITOLOGI,1
416103036,2016,D3,41315225,PARASITOLOGI,1
416103039,2016,D3,41315225,PARASITOLOGI,1
416103042,2016,D3,41315225,PARASITOLOGI,1
416103044,2016,D3,41315225,PARASITOLOGI,1
416103046,2016,D3,41315225,PARASITOLOGI,1
416103053,2016,D3,41315225,PARASITOLOGI,1
416103061,2016,D3,41315225,PARASITOLOGI,1
416103070,2016,D3,41315225,PARASITOLOGI,1
416103073,2016,D3,41315225,PARASITOLOGI,1
416103074,2016,D3,41315225,PARASITOLOGI,1
416103076,2016,D3,41315225,PARASITOLOGI,1
416103077,2016,D3,41315225,PARASITOLOGI,1
416103084,2016,D3,41315225,PARASITOLOGI,1
416103087,2016,D3,41315225,PARASITOLOGI,1
416103092,2016,D3,41315225,PARASITOLOGI,1
416103094,2016,D3,41315225,PARASITOLOGI,1
416103095,2016,D3,41315225,PARASITOLOGI,1
416103096,2016,D3,41315225,PARASITOLOGI,1
416103102,2016,D3,41315225,PARASITOLOGI,1
416103103,2016,D3,41315225,PARASITOLOGI,1
416103109,2016,D3,41315225,PARASITOLOGI,1
416103110,2016,D3,41315225,PARASITOLOGI,1
416103007,2016,D3,41315225,PARASITOLOGI,1
416103008,2016,D3,41315225,PARASITOLOGI,1
416103009,2016,D3,41315225,PARASITOLOGI,1
416103010,2016,D3,41315225,PARASITOLOGI,1
416103011,2016,D3,41315225,PARASITOLOGI,1
416103015,2016,D3,41315225,PARASITOLOGI,1
416103016,2016,D3,41315225,PARASITOLOGI,1
416103019,2016,D3,41315225,PARASITOLOGI,1
416103025,2016,D3,41315225,PARASITOLOGI,1
416103056,2016,D3,41315225,PARASITOLOGI,1
416103055,2016,D3,41315225,PARASITOLOGI,1
416103059,2016,D3,41315225,PARASITOLOGI,1
416103038,2016,D3,41315225,PARASITOLOGI,1
416103040,2016,D3,41315225,PARASITOLOGI,1
416103041,2016,D3,41315225,PARASITOLOGI,1
416103045,2016,D3,41315225,PARASITOLOGI,1
416103047,2016,D3,41315225,PARASITOLOGI,1
416103048,2016,D3,41315225,PARASITOLOGI,1
416103049,2016,D3,41315225,PARASITOLOGI,1
416103051,2016,D3,41315225,PARASITOLOGI,1
416103052,2016,D3,41315225,PARASITOLOGI,1
416103054,2016,D3,41315225,PARASITOLOGI,1
416103063,2016,D3,41315225,PARASITOLOGI,1
416103066,2016,D3,41315225,PARASITOLOGI,1
416103068,2016,D3,41315225,PARASITOLOGI,1
416103069,2016,D3,41315225,PARASITOLOGI,1
416103071,2016,D3,41315225,PARASITOLOGI,1
416103075,2016,D3,41315225,PARASITOLOGI,1
416103079,2016,D3,41315225,PARASITOLOGI,1
416103082,2016,D3,41315225,PARASITOLOGI,1
416103085,2016,D3,41315225,PARASITOLOGI,1
416103089,2016,D3,41315225,PARASITOLOGI,1
416103099,2016,D3,41315225,PARASITOLOGI,1
416103100,2016,D3,41315225,PARASITOLOGI,1
416103104,2016,D3,41315225,PARASITOLOGI,1
416103037,2016,D3,41315225,PARASITOLOGI,1
416103058,2016,D3,41315225,PARASITOLOGI,1
416103027,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103003,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103005,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103012,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103020,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103021,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103023,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103024,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103057,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103029,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103030,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103033,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103036,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103039,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103042,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103044,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103046,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103053,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103061,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103070,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103073,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103074,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103076,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103077,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103084,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103087,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103092,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103094,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103095,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103096,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103102,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103103,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103109,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103110,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103007,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103008,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103009,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103010,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103011,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103015,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103016,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103019,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103025,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103056,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103055,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103059,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103038,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103040,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103041,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103045,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103047,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103048,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103049,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103051,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103052,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103054,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103063,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103066,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103068,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103069,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103071,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103075,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103079,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103082,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103085,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103089,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103099,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103100,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103104,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103037,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103058,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103002,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103006,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103014,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103017,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103018,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103022,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103060,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103028,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103031,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103034,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103035,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103043,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103050,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103062,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103064,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103067,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103072,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103078,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103080,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103081,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103083,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
416103086,2016,D3,41215321,KIMIA FARMASI DAN TOKSIKOLOGI,1
